,delta,Tau,Method,Recovery
5468,12,0.0,Naive,1
5469,12,0.1,Randomized,1
5470,12,0.0,Naive,1
5471,12,0.1,Randomized,1
5472,12,0.0,Naive,1
5473,12,0.1,Randomized,1
5474,12,0.0,Naive,1
5475,12,0.1,Randomized,1
5476,12,0.0,Naive,1
5477,12,0.1,Randomized,1
5478,12,0.0,Naive,1
5479,12,0.1,Randomized,1
5480,12,0.0,Naive,1
5481,12,0.1,Randomized,1
5482,12,0.0,Naive,1
5483,12,0.1,Randomized,1
5484,12,0.0,Naive,1
5485,12,0.1,Randomized,1
5486,12,0.0,Naive,1
5487,12,0.1,Randomized,1
5488,12,0.0,Naive,1
5489,12,0.1,Randomized,1
5490,12,0.0,Naive,1
5491,12,0.1,Randomized,1
5492,12,0.0,Naive,1
5493,12,0.1,Randomized,1
5494,12,0.0,Naive,1
5495,12,0.1,Randomized,1
5496,12,0.0,Naive,1
5497,12,0.1,Randomized,1
5498,12,0.0,Naive,1
5499,12,0.1,Randomized,1
5500,12,0.0,Naive,1
5501,12,0.1,Randomized,1
5502,12,0.0,Naive,1
5503,12,0.1,Randomized,1
5504,12,0.0,Naive,1
5505,12,0.1,Randomized,1
5506,12,0.0,Naive,1
5507,12,0.1,Randomized,1
5508,12,0.0,Naive,1
5509,12,0.1,Randomized,1
5510,12,0.0,Naive,1
5511,12,0.1,Randomized,1
5512,12,0.0,Naive,1
5513,12,0.1,Randomized,1
5514,12,0.0,Naive,1
5515,12,0.1,Randomized,1
5516,12,0.0,Naive,1
5517,12,0.1,Randomized,1
5518,12,0.0,Naive,1
5519,12,0.1,Randomized,1
5520,12,0.0,Naive,1
5521,12,0.1,Randomized,1
5522,12,0.0,Naive,1
5523,12,0.1,Randomized,1
5524,12,0.0,Naive,1
5525,12,0.1,Randomized,1
5526,12,0.0,Naive,1
5527,12,0.1,Randomized,1
5528,12,0.0,Naive,1
5529,12,0.1,Randomized,1
5530,12,0.0,Naive,1
5531,12,0.1,Randomized,1
5532,12,0.0,Naive,1
5533,12,0.1,Randomized,1
5534,12,0.0,Naive,1
5535,12,0.1,Randomized,1
5536,12,0.0,Naive,1
5537,12,0.1,Randomized,1
5538,12,0.0,Naive,1
5539,12,0.1,Randomized,1
5540,12,0.0,Naive,1
5541,12,0.1,Randomized,1
5542,12,0.0,Naive,1
5543,12,0.1,Randomized,1
5544,12,0.0,Naive,1
5545,12,0.1,Randomized,1
5546,12,0.0,Naive,1
5547,12,0.1,Randomized,1
5548,12,0.0,Naive,1
5549,12,0.1,Randomized,1
5550,12,0.0,Naive,1
5551,12,0.1,Randomized,1
5552,12,0.0,Naive,1
5553,12,0.1,Randomized,1
5554,12,0.0,Naive,1
5555,12,0.1,Randomized,1
5556,12,0.0,Naive,1
5557,12,0.1,Randomized,1
5558,12,0.0,Naive,1
5559,12,0.1,Randomized,1
5560,12,0.0,Naive,1
5561,12,0.1,Randomized,1
5562,12,0.0,Naive,1
5563,12,0.1,Randomized,1
5564,12,0.0,Naive,1
5565,12,0.1,Randomized,1
5566,12,0.0,Naive,1
5567,12,0.1,Randomized,1
5568,12,0.0,Naive,1
5569,12,0.1,Randomized,1
5570,12,0.0,Naive,1
5571,12,0.1,Randomized,1
5572,12,0.0,Naive,1
5573,12,0.1,Randomized,1
5574,12,0.0,Naive,1
5575,12,0.1,Randomized,1
5576,12,0.0,Naive,1
5577,12,0.1,Randomized,1
5578,12,0.0,Naive,1
5579,12,0.1,Randomized,1
5580,12,0.0,Naive,1
5581,12,0.1,Randomized,1
5582,12,0.0,Naive,1
5583,12,0.1,Randomized,1
5584,12,0.0,Naive,1
5585,12,0.1,Randomized,1
5586,12,0.0,Naive,1
5587,12,0.1,Randomized,1
5588,12,0.0,Naive,1
5589,12,0.1,Randomized,1
5590,12,0.0,Naive,1
5591,12,0.1,Randomized,1
5592,12,0.0,Naive,1
5593,12,0.1,Randomized,1
5594,12,0.0,Naive,1
5595,12,0.1,Randomized,1
5596,12,0.0,Naive,1
5597,12,0.1,Randomized,1
5598,12,0.0,Naive,1
5599,12,0.1,Randomized,1
5600,12,0.0,Naive,1
5601,12,0.1,Randomized,1
5602,12,0.0,Naive,1
5603,12,0.1,Randomized,1
5604,12,0.0,Naive,1
5605,12,0.1,Randomized,1
5606,12,0.0,Naive,1
5607,12,0.1,Randomized,1
5608,12,0.0,Naive,1
5609,12,0.1,Randomized,1
5610,12,0.0,Naive,1
5611,12,0.1,Randomized,1
5612,12,0.0,Naive,1
5613,12,0.1,Randomized,1
5614,12,0.0,Naive,1
5615,12,0.1,Randomized,1
5616,12,0.0,Naive,1
5617,12,0.1,Randomized,1
5618,12,0.0,Naive,1
5619,12,0.1,Randomized,1
5620,12,0.0,Naive,1
5621,12,0.1,Randomized,1
5622,12,0.0,Naive,1
5623,12,0.1,Randomized,1
5624,12,0.0,Naive,1
5625,12,0.1,Randomized,1
5626,12,0.0,Naive,1
5627,12,0.1,Randomized,1
5628,12,0.0,Naive,1
5629,12,0.1,Randomized,1
5630,12,0.0,Naive,1
5631,12,0.1,Randomized,1
5632,12,0.0,Naive,1
5633,12,0.1,Randomized,1
5634,12,0.0,Naive,1
5635,12,0.1,Randomized,1
5636,12,0.0,Naive,1
5637,12,0.1,Randomized,1
5638,12,0.0,Naive,1
5639,12,0.1,Randomized,1
5640,12,0.0,Naive,1
5641,12,0.1,Randomized,1
5642,12,0.0,Naive,1
5643,12,0.1,Randomized,1
5644,12,0.0,Naive,1
5645,12,0.1,Randomized,1
5646,12,0.0,Naive,1
5647,12,0.1,Randomized,1
5648,12,0.0,Naive,1
5649,12,0.1,Randomized,1
5650,12,0.0,Naive,1
5651,12,0.1,Randomized,1
5652,12,0.0,Naive,1
5653,12,0.1,Randomized,1
5654,12,0.0,Naive,1
5655,12,0.1,Randomized,1
5656,12,0.0,Naive,1
5657,12,0.1,Randomized,1
5658,12,0.0,Naive,1
5659,12,0.1,Randomized,1
5660,12,0.0,Naive,1
5661,12,0.1,Randomized,1
5662,12,0.0,Naive,1
5663,12,0.1,Randomized,1
5664,12,0.0,Naive,1
5665,12,0.1,Randomized,1
5666,12,0.0,Naive,1
5667,12,0.1,Randomized,1
5668,12,0.0,Naive,1
5669,12,0.1,Randomized,1
5670,12,0.0,Naive,1
5671,12,0.1,Randomized,1
5672,12,0.0,Naive,1
5673,12,0.1,Randomized,1
5674,12,0.0,Naive,1
5675,12,0.1,Randomized,1
5676,12,0.0,Naive,1
5677,12,0.1,Randomized,1
5678,12,0.0,Naive,1
5679,12,0.1,Randomized,1
5680,12,0.0,Naive,1
5681,12,0.1,Randomized,1
5682,12,0.0,Naive,1
5683,12,0.1,Randomized,1
5684,12,0.0,Naive,1
5685,12,0.1,Randomized,1
5686,12,0.0,Naive,1
5687,12,0.1,Randomized,1
5688,12,0.0,Naive,1
5689,12,0.1,Randomized,1
5690,12,0.0,Naive,1
5691,12,0.1,Randomized,1
5692,12,0.0,Naive,1
5693,12,0.1,Randomized,1
5694,12,0.0,Naive,1
5695,12,0.1,Randomized,1
5696,12,0.0,Naive,1
5697,12,0.1,Randomized,1
5698,12,0.0,Naive,1
5699,12,0.1,Randomized,1
5700,12,0.0,Naive,1
5701,12,0.1,Randomized,1
5702,12,0.0,Naive,1
5703,12,0.1,Randomized,1
5704,12,0.0,Naive,1
5705,12,0.1,Randomized,1
5706,12,0.0,Naive,1
5707,12,0.1,Randomized,1
5708,12,0.0,Naive,1
5709,12,0.1,Randomized,1
5710,12,0.0,Naive,1
5711,12,0.1,Randomized,1
5712,12,0.0,Naive,1
5713,12,0.1,Randomized,1
5714,12,0.0,Naive,1
5715,12,0.1,Randomized,1
5716,12,0.0,Naive,1
5717,12,0.1,Randomized,1
5718,12,0.0,Naive,1
5719,12,0.1,Randomized,1
5720,12,0.0,Naive,1
5721,12,0.1,Randomized,1
5722,12,0.0,Naive,1
5723,12,0.1,Randomized,1
5724,12,0.0,Naive,1
5725,12,0.1,Randomized,1
5726,12,0.0,Naive,1
5727,12,0.1,Randomized,1
5728,12,0.0,Naive,1
5729,12,0.1,Randomized,1
5730,12,0.0,Naive,1
5731,12,0.1,Randomized,1
5732,12,0.0,Naive,1
5733,12,0.1,Randomized,1
5734,12,0.0,Naive,1
5735,12,0.1,Randomized,1
5736,12,0.0,Naive,1
5737,12,0.1,Randomized,1
5738,12,0.0,Naive,1
5739,12,0.1,Randomized,1
5740,12,0.0,Naive,1
5741,12,0.1,Randomized,1
5742,12,0.0,Naive,1
5743,12,0.1,Randomized,1
5744,12,0.0,Naive,1
5745,12,0.1,Randomized,1
5746,12,0.0,Naive,1
5747,12,0.1,Randomized,1
5748,12,0.0,Naive,1
5749,12,0.1,Randomized,1
5750,12,0.0,Naive,1
5751,12,0.1,Randomized,1
5752,12,0.0,Naive,1
5753,12,0.1,Randomized,1
5754,12,0.0,Naive,1
5755,12,0.1,Randomized,1
5756,12,0.0,Naive,1
5757,12,0.1,Randomized,1
5758,12,0.0,Naive,1
5759,12,0.1,Randomized,1
5760,12,0.0,Naive,1
5761,12,0.1,Randomized,1
5762,12,0.0,Naive,1
5763,12,0.1,Randomized,1
5764,12,0.0,Naive,1
5765,12,0.1,Randomized,1
5766,12,0.0,Naive,1
5767,12,0.1,Randomized,1
5768,12,0.0,Naive,1
5769,12,0.1,Randomized,1
5770,12,0.0,Naive,1
5771,12,0.1,Randomized,1
5772,12,0.0,Naive,1
5773,12,0.1,Randomized,1
5774,12,0.0,Naive,1
5775,12,0.1,Randomized,1
5776,12,0.0,Naive,1
5777,12,0.1,Randomized,1
5778,12,0.0,Naive,1
5779,12,0.1,Randomized,1
5780,12,0.0,Naive,1
5781,12,0.1,Randomized,1
5782,12,0.0,Naive,1
5783,12,0.1,Randomized,1
5784,12,0.0,Naive,1
5785,12,0.1,Randomized,1
5786,12,0.0,Naive,1
5787,12,0.1,Randomized,1
5788,12,0.0,Naive,1
5789,12,0.1,Randomized,1
5790,12,0.0,Naive,1
5791,12,0.1,Randomized,1
5792,12,0.0,Naive,1
5793,12,0.1,Randomized,1
5794,12,0.0,Naive,1
5795,12,0.1,Randomized,1
5796,12,0.0,Naive,1
5797,12,0.1,Randomized,1
5798,12,0.0,Naive,1
5799,12,0.1,Randomized,1
5800,12,0.0,Naive,1
5801,12,0.1,Randomized,1
5802,12,0.0,Naive,1
5803,12,0.1,Randomized,1
5804,12,0.0,Naive,1
5805,12,0.1,Randomized,1
5806,12,0.0,Naive,1
5807,12,0.1,Randomized,1
5808,12,0.0,Naive,1
5809,12,0.1,Randomized,1
5810,12,0.0,Naive,1
5811,12,0.1,Randomized,1
5812,12,0.0,Naive,1
5813,12,0.1,Randomized,1
5814,12,0.0,Naive,1
5815,12,0.1,Randomized,1
5816,12,0.0,Naive,1
5817,12,0.1,Randomized,1
5818,12,0.0,Naive,1
5819,12,0.1,Randomized,1
5820,12,0.0,Naive,1
5821,12,0.1,Randomized,1
5822,12,0.0,Naive,1
5823,12,0.1,Randomized,1
5824,12,0.0,Naive,1
5825,12,0.1,Randomized,1
5826,12,0.0,Naive,1
5827,12,0.1,Randomized,1
5828,12,0.0,Naive,1
5829,12,0.1,Randomized,1
5830,12,0.0,Naive,1
5831,12,0.1,Randomized,1
5832,12,0.0,Naive,1
5833,12,0.1,Randomized,1
5834,12,0.0,Naive,1
5835,12,0.1,Randomized,1
5836,12,0.0,Naive,1
5837,12,0.1,Randomized,1
5838,12,0.0,Naive,1
5839,12,0.1,Randomized,1
5840,12,0.0,Naive,1
5841,12,0.1,Randomized,1
5842,12,0.0,Naive,1
5843,12,0.1,Randomized,1
5844,12,0.0,Naive,1
5845,12,0.1,Randomized,1
5846,12,0.0,Naive,1
5847,12,0.1,Randomized,1
5848,12,0.0,Naive,1
5849,12,0.1,Randomized,1
5850,12,0.0,Naive,1
5851,12,0.1,Randomized,1
5852,12,0.0,Naive,1
5853,12,0.1,Randomized,1
5854,12,0.0,Naive,1
5855,12,0.1,Randomized,1
5856,12,0.0,Naive,1
5857,12,0.1,Randomized,1
5858,12,0.0,Naive,1
5859,12,0.1,Randomized,1
5860,12,0.0,Naive,1
5861,12,0.1,Randomized,1
5862,12,0.0,Naive,1
5863,12,0.1,Randomized,1
5864,12,0.0,Naive,1
5865,12,0.1,Randomized,1
5866,12,0.0,Naive,1
5867,12,0.1,Randomized,1
5868,12,0.0,Naive,1
5869,12,0.1,Randomized,1
5870,12,0.0,Naive,1
5871,12,0.1,Randomized,1
5872,12,0.0,Naive,1
5873,12,0.1,Randomized,1
5874,12,0.0,Naive,1
5875,12,0.1,Randomized,1
5876,12,0.0,Naive,1
5877,12,0.1,Randomized,1
5878,12,0.0,Naive,1
5879,12,0.1,Randomized,1
5880,12,0.0,Naive,1
5881,12,0.1,Randomized,1
5882,12,0.0,Naive,1
5883,12,0.1,Randomized,1
5884,12,0.0,Naive,1
5885,12,0.1,Randomized,1
5886,12,0.0,Naive,1
5887,12,0.1,Randomized,1
5888,12,0.0,Naive,1
5889,12,0.1,Randomized,1
5890,12,0.0,Naive,1
5891,12,0.1,Randomized,1
5892,12,0.0,Naive,1
5893,12,0.1,Randomized,1
5894,12,0.0,Naive,1
5895,12,0.1,Randomized,1
5896,12,0.0,Naive,1
5897,12,0.1,Randomized,1
5898,12,0.0,Naive,1
5899,12,0.1,Randomized,1
5900,12,0.0,Naive,1
5901,12,0.1,Randomized,1
5902,12,0.0,Naive,1
5903,12,0.1,Randomized,1
5904,12,0.0,Naive,1
5905,12,0.1,Randomized,1
5906,12,0.0,Naive,1
5907,12,0.1,Randomized,1
5908,12,0.0,Naive,1
5909,12,0.1,Randomized,1
5910,12,0.0,Naive,1
5911,12,0.1,Randomized,1
5912,12,0.0,Naive,1
5913,12,0.1,Randomized,1
5914,12,0.0,Naive,1
5915,12,0.1,Randomized,1
5916,12,0.0,Naive,1
5917,12,0.1,Randomized,1
5918,12,0.0,Naive,1
5919,12,0.1,Randomized,1
5920,12,0.0,Naive,1
5921,12,0.1,Randomized,1
5922,12,0.0,Naive,1
5923,12,0.1,Randomized,1
5924,12,0.0,Naive,1
5925,12,0.1,Randomized,1
5926,12,0.0,Naive,1
5927,12,0.1,Randomized,1
5928,12,0.0,Naive,1
5929,12,0.1,Randomized,1
5930,12,0.0,Naive,1
5931,12,0.1,Randomized,1
5932,12,0.0,Naive,1
5933,12,0.1,Randomized,1
5934,12,0.0,Naive,1
5935,12,0.1,Randomized,1
5936,12,0.0,Naive,1
5937,12,0.1,Randomized,1
5938,12,0.0,Naive,1
5939,12,0.1,Randomized,1
5940,12,0.0,Naive,1
5941,12,0.1,Randomized,1
5942,12,0.0,Naive,1
5943,12,0.1,Randomized,1
5944,12,0.0,Naive,1
5945,12,0.1,Randomized,1
5946,12,0.0,Naive,1
5947,12,0.1,Randomized,1
5948,12,0.0,Naive,1
5949,12,0.1,Randomized,1
5950,12,0.0,Naive,1
5951,12,0.1,Randomized,1
5952,12,0.0,Naive,1
5953,12,0.1,Randomized,1
5954,12,0.0,Naive,1
5955,12,0.1,Randomized,1
5956,12,0.0,Naive,1
5957,12,0.1,Randomized,1
5958,12,0.0,Naive,1
5959,12,0.1,Randomized,1
5960,12,0.0,Naive,1
5961,12,0.1,Randomized,1
5962,12,0.0,Naive,1
5963,12,0.1,Randomized,1
5964,12,0.0,Naive,1
5965,12,0.1,Randomized,1
5966,12,0.0,Naive,1
5967,12,0.1,Randomized,1
5968,12,0.0,Naive,1
5969,12,0.1,Randomized,1
5970,12,0.0,Naive,1
5971,12,0.1,Randomized,1
5972,12,0.0,Naive,1
5973,12,0.1,Randomized,1
5974,12,0.0,Naive,1
5975,12,0.1,Randomized,1
5976,12,0.0,Naive,1
5977,12,0.1,Randomized,1
5978,12,0.0,Naive,1
5979,12,0.1,Randomized,1
5980,12,0.0,Naive,1
5981,12,0.1,Randomized,1
5982,12,0.0,Naive,1
5983,12,0.1,Randomized,1
5984,12,0.0,Naive,1
5985,12,0.1,Randomized,1
5986,12,0.0,Naive,1
5987,12,0.1,Randomized,1
5988,12,0.0,Naive,1
5989,12,0.1,Randomized,1
5990,12,0.0,Naive,1
5991,12,0.1,Randomized,1
5992,12,0.0,Naive,1
5993,12,0.1,Randomized,1
5994,12,0.0,Naive,1
5995,12,0.1,Randomized,1
5996,12,0.0,Naive,1
5997,12,0.1,Randomized,1
5998,12,0.0,Naive,1
5999,12,0.1,Randomized,1
6000,14,0.0,Naive,1
6001,14,0.1,Randomized,1
6002,14,0.0,Naive,1
6003,14,0.1,Randomized,1
6004,14,0.0,Naive,1
6005,14,0.1,Randomized,1
6006,14,0.0,Naive,1
6007,14,0.1,Randomized,1
6008,14,0.0,Naive,1
6009,14,0.1,Randomized,1
6010,14,0.0,Naive,1
6011,14,0.1,Randomized,1
6012,14,0.0,Naive,1
6013,14,0.1,Randomized,1
6014,14,0.0,Naive,1
6015,14,0.1,Randomized,1
6016,14,0.0,Naive,1
6017,14,0.1,Randomized,1
6018,14,0.0,Naive,1
6019,14,0.1,Randomized,1
6020,14,0.0,Naive,1
6021,14,0.1,Randomized,1
6022,14,0.0,Naive,1
6023,14,0.1,Randomized,1
6024,14,0.0,Naive,1
6025,14,0.1,Randomized,1
6026,14,0.0,Naive,1
6027,14,0.1,Randomized,1
6028,14,0.0,Naive,1
6029,14,0.1,Randomized,1
6030,14,0.0,Naive,1
6031,14,0.1,Randomized,1
6032,14,0.0,Naive,1
6033,14,0.1,Randomized,1
6034,14,0.0,Naive,1
6035,14,0.1,Randomized,1
6036,14,0.0,Naive,1
6037,14,0.1,Randomized,1
6038,14,0.0,Naive,1
6039,14,0.1,Randomized,1
6040,14,0.0,Naive,1
6041,14,0.1,Randomized,1
6042,14,0.0,Naive,1
6043,14,0.1,Randomized,1
6044,14,0.0,Naive,1
6045,14,0.1,Randomized,1
6046,14,0.0,Naive,1
6047,14,0.1,Randomized,1
6048,14,0.0,Naive,1
6049,14,0.1,Randomized,1
6050,14,0.0,Naive,1
6051,14,0.1,Randomized,1
6052,14,0.0,Naive,1
6053,14,0.1,Randomized,1
6054,14,0.0,Naive,1
6055,14,0.1,Randomized,1
6056,14,0.0,Naive,1
6057,14,0.1,Randomized,1
6058,14,0.0,Naive,1
6059,14,0.1,Randomized,1
6060,14,0.0,Naive,1
6061,14,0.1,Randomized,1
6062,14,0.0,Naive,1
6063,14,0.1,Randomized,1
6064,14,0.0,Naive,1
6065,14,0.1,Randomized,1
6066,14,0.0,Naive,1
6067,14,0.1,Randomized,1
6068,14,0.0,Naive,1
6069,14,0.1,Randomized,1
6070,14,0.0,Naive,1
6071,14,0.1,Randomized,1
6072,14,0.0,Naive,1
6073,14,0.1,Randomized,1
6074,14,0.0,Naive,1
6075,14,0.1,Randomized,1
6076,14,0.0,Naive,1
6077,14,0.1,Randomized,1
6078,14,0.0,Naive,1
6079,14,0.1,Randomized,1
6080,14,0.0,Naive,1
6081,14,0.1,Randomized,1
6082,14,0.0,Naive,1
6083,14,0.1,Randomized,1
6084,14,0.0,Naive,1
6085,14,0.1,Randomized,1
6086,14,0.0,Naive,1
6087,14,0.1,Randomized,1
6088,14,0.0,Naive,1
6089,14,0.1,Randomized,1
6090,14,0.0,Naive,1
6091,14,0.1,Randomized,1
6092,14,0.0,Naive,1
6093,14,0.1,Randomized,1
6094,14,0.0,Naive,1
6095,14,0.1,Randomized,1
6096,14,0.0,Naive,1
6097,14,0.1,Randomized,1
6098,14,0.0,Naive,1
6099,14,0.1,Randomized,1
6100,14,0.0,Naive,1
6101,14,0.1,Randomized,1
6102,14,0.0,Naive,1
6103,14,0.1,Randomized,1
6104,14,0.0,Naive,1
6105,14,0.1,Randomized,1
6106,14,0.0,Naive,1
6107,14,0.1,Randomized,1
6108,14,0.0,Naive,1
6109,14,0.1,Randomized,1
6110,14,0.0,Naive,1
6111,14,0.1,Randomized,1
6112,14,0.0,Naive,1
6113,14,0.1,Randomized,1
6114,14,0.0,Naive,1
6115,14,0.1,Randomized,1
6116,14,0.0,Naive,1
6117,14,0.1,Randomized,1
6118,14,0.0,Naive,1
6119,14,0.1,Randomized,1
6120,14,0.0,Naive,1
6121,14,0.1,Randomized,1
6122,14,0.0,Naive,1
6123,14,0.1,Randomized,1
6124,14,0.0,Naive,1
6125,14,0.1,Randomized,1
6126,14,0.0,Naive,1
6127,14,0.1,Randomized,1
6128,14,0.0,Naive,1
6129,14,0.1,Randomized,1
6130,14,0.0,Naive,1
6131,14,0.1,Randomized,1
6132,14,0.0,Naive,1
6133,14,0.1,Randomized,1
6134,14,0.0,Naive,1
6135,14,0.1,Randomized,1
6136,14,0.0,Naive,1
6137,14,0.1,Randomized,1
6138,14,0.0,Naive,1
6139,14,0.1,Randomized,1
6140,14,0.0,Naive,1
6141,14,0.1,Randomized,1
6142,14,0.0,Naive,1
6143,14,0.1,Randomized,1
6144,14,0.0,Naive,1
6145,14,0.1,Randomized,1
6146,14,0.0,Naive,1
6147,14,0.1,Randomized,1
6148,14,0.0,Naive,1
6149,14,0.1,Randomized,1
6150,14,0.0,Naive,1
6151,14,0.1,Randomized,1
6152,14,0.0,Naive,1
6153,14,0.1,Randomized,1
6154,14,0.0,Naive,1
6155,14,0.1,Randomized,1
6156,14,0.0,Naive,1
6157,14,0.1,Randomized,1
6158,14,0.0,Naive,1
6159,14,0.1,Randomized,1
6160,14,0.0,Naive,1
6161,14,0.1,Randomized,1
6162,14,0.0,Naive,1
6163,14,0.1,Randomized,1
6164,14,0.0,Naive,1
6165,14,0.1,Randomized,1
6166,14,0.0,Naive,1
6167,14,0.1,Randomized,1
6168,14,0.0,Naive,1
6169,14,0.1,Randomized,1
6170,14,0.0,Naive,1
6171,14,0.1,Randomized,1
6172,14,0.0,Naive,1
6173,14,0.1,Randomized,1
6174,14,0.0,Naive,1
6175,14,0.1,Randomized,1
6176,14,0.0,Naive,1
6177,14,0.1,Randomized,1
6178,14,0.0,Naive,1
6179,14,0.1,Randomized,1
6180,14,0.0,Naive,1
6181,14,0.1,Randomized,1
6182,14,0.0,Naive,1
6183,14,0.1,Randomized,1
6184,14,0.0,Naive,1
6185,14,0.1,Randomized,1
6186,14,0.0,Naive,1
6187,14,0.1,Randomized,1
6188,14,0.0,Naive,1
6189,14,0.1,Randomized,1
6190,14,0.0,Naive,1
6191,14,0.1,Randomized,1
6192,14,0.0,Naive,1
6193,14,0.1,Randomized,1
6194,14,0.0,Naive,1
6195,14,0.1,Randomized,1
6196,14,0.0,Naive,1
6197,14,0.1,Randomized,1
6198,14,0.0,Naive,1
6199,14,0.1,Randomized,1
6200,14,0.0,Naive,1
6201,14,0.1,Randomized,1
6202,14,0.0,Naive,1
6203,14,0.1,Randomized,1
6204,14,0.0,Naive,1
6205,14,0.1,Randomized,1
6206,14,0.0,Naive,1
6207,14,0.1,Randomized,1
6208,14,0.0,Naive,1
6209,14,0.1,Randomized,1
6210,14,0.0,Naive,1
6211,14,0.1,Randomized,1
6212,14,0.0,Naive,1
6213,14,0.1,Randomized,1
6214,14,0.0,Naive,1
6215,14,0.1,Randomized,1
6216,14,0.0,Naive,1
6217,14,0.1,Randomized,1
6218,14,0.0,Naive,1
6219,14,0.1,Randomized,1
6220,14,0.0,Naive,1
6221,14,0.1,Randomized,1
6222,14,0.0,Naive,1
6223,14,0.1,Randomized,1
6224,14,0.0,Naive,1
6225,14,0.1,Randomized,1
6226,14,0.0,Naive,1
6227,14,0.1,Randomized,1
6228,14,0.0,Naive,1
6229,14,0.1,Randomized,1
6230,14,0.0,Naive,1
6231,14,0.1,Randomized,1
6232,14,0.0,Naive,1
6233,14,0.1,Randomized,1
6234,14,0.0,Naive,1
6235,14,0.1,Randomized,1
6236,14,0.0,Naive,1
6237,14,0.1,Randomized,1
6238,14,0.0,Naive,1
6239,14,0.1,Randomized,1
6240,14,0.0,Naive,1
6241,14,0.1,Randomized,1
6242,14,0.0,Naive,1
6243,14,0.1,Randomized,1
6244,14,0.0,Naive,1
6245,14,0.1,Randomized,1
6246,14,0.0,Naive,1
6247,14,0.1,Randomized,1
6248,14,0.0,Naive,1
6249,14,0.1,Randomized,1
6250,14,0.0,Naive,1
6251,14,0.1,Randomized,1
6252,14,0.0,Naive,1
6253,14,0.1,Randomized,1
6254,14,0.0,Naive,1
6255,14,0.1,Randomized,1
6256,14,0.0,Naive,1
6257,14,0.1,Randomized,1
6258,14,0.0,Naive,1
6259,14,0.1,Randomized,1
6260,14,0.0,Naive,1
6261,14,0.1,Randomized,1
6262,14,0.0,Naive,1
6263,14,0.1,Randomized,1
6264,14,0.0,Naive,1
6265,14,0.1,Randomized,1
6266,14,0.0,Naive,1
6267,14,0.1,Randomized,1
6268,14,0.0,Naive,1
6269,14,0.1,Randomized,1
6270,14,0.0,Naive,1
6271,14,0.1,Randomized,1
6272,14,0.0,Naive,1
6273,14,0.1,Randomized,1
6274,14,0.0,Naive,1
6275,14,0.1,Randomized,1
6276,14,0.0,Naive,1
6277,14,0.1,Randomized,1
6278,14,0.0,Naive,1
6279,14,0.1,Randomized,1
6280,14,0.0,Naive,1
6281,14,0.1,Randomized,1
6282,14,0.0,Naive,1
6283,14,0.1,Randomized,1
6284,14,0.0,Naive,1
6285,14,0.1,Randomized,1
6286,14,0.0,Naive,1
6287,14,0.1,Randomized,1
6288,14,0.0,Naive,1
6289,14,0.1,Randomized,1
6290,14,0.0,Naive,1
6291,14,0.1,Randomized,1
6292,14,0.0,Naive,1
6293,14,0.1,Randomized,1
6294,14,0.0,Naive,1
6295,14,0.1,Randomized,1
6296,14,0.0,Naive,1
6297,14,0.1,Randomized,1
6298,14,0.0,Naive,1
6299,14,0.1,Randomized,1
6300,14,0.0,Naive,1
6301,14,0.1,Randomized,1
6302,14,0.0,Naive,1
6303,14,0.1,Randomized,1
6304,14,0.0,Naive,1
6305,14,0.1,Randomized,1
6306,14,0.0,Naive,1
6307,14,0.1,Randomized,1
6308,14,0.0,Naive,1
6309,14,0.1,Randomized,1
6310,14,0.0,Naive,1
6311,14,0.1,Randomized,1
6312,14,0.0,Naive,1
6313,14,0.1,Randomized,1
6314,14,0.0,Naive,1
6315,14,0.1,Randomized,1
6316,14,0.0,Naive,1
6317,14,0.1,Randomized,1
6318,14,0.0,Naive,1
6319,14,0.1,Randomized,1
6320,14,0.0,Naive,1
6321,14,0.1,Randomized,1
6322,14,0.0,Naive,1
6323,14,0.1,Randomized,1
6324,14,0.0,Naive,1
6325,14,0.1,Randomized,1
6326,14,0.0,Naive,1
6327,14,0.1,Randomized,1
6328,14,0.0,Naive,1
6329,14,0.1,Randomized,1
6330,14,0.0,Naive,1
6331,14,0.1,Randomized,1
6332,14,0.0,Naive,1
6333,14,0.1,Randomized,1
6334,14,0.0,Naive,1
6335,14,0.1,Randomized,1
6336,14,0.0,Naive,1
6337,14,0.1,Randomized,1
6338,14,0.0,Naive,1
6339,14,0.1,Randomized,1
6340,14,0.0,Naive,1
6341,14,0.1,Randomized,1
6342,14,0.0,Naive,1
6343,14,0.1,Randomized,1
6344,14,0.0,Naive,1
6345,14,0.1,Randomized,1
6346,14,0.0,Naive,1
6347,14,0.1,Randomized,1
6348,14,0.0,Naive,1
6349,14,0.1,Randomized,1
6350,14,0.0,Naive,1
6351,14,0.1,Randomized,1
6352,14,0.0,Naive,1
6353,14,0.1,Randomized,1
6354,14,0.0,Naive,1
6355,14,0.1,Randomized,1
6356,14,0.0,Naive,1
6357,14,0.1,Randomized,1
6358,14,0.0,Naive,1
6359,14,0.1,Randomized,1
6360,14,0.0,Naive,1
6361,14,0.1,Randomized,1
6362,14,0.0,Naive,1
6363,14,0.1,Randomized,1
6364,14,0.0,Naive,1
6365,14,0.1,Randomized,1
6366,14,0.0,Naive,1
6367,14,0.1,Randomized,1
6368,14,0.0,Naive,1
6369,14,0.1,Randomized,1
